timeJ,axJ,ayJ,azJ,aTJ
30.35,-0.9869,-1.2206,0.1217,1.574
30.351,-1.0054,-1.1573,0.111,1.537
30.352,-0.9683,-1.0974,0.0103,1.464
30.357,-0.7494,-1.0567,-0.1107,1.3
30.362,-0.3849,-1.0086,-0.2353,1.105
30.367,-0.1094,-0.9456,-0.2967,0.997
30.372,-0.0132,-0.8585,-0.3219,0.917
30.377,-0.1225,-0.8088,-0.3709,0.898
30.382,-0.2673,-0.8272,-0.4585,0.983
30.386,-0.4258,-0.9372,-0.6049,1.194
30.393,-0.5379,-1.074,-0.6934,1.387
30.397,-0.646,-1.2477,-0.7418,1.589
30.404,-0.817,-1.3886,-0.7239,1.766
30.406,-1.008,-1.5209,-0.7132,1.959
30.412,-1.1455,-1.6729,-0.7354,2.157
30.417,-1.2386,-1.8163,-0.8216,2.347
30.422,-1.3429,-1.9338,-0.8686,2.509
30.427,-1.478,-1.9822,-0.8518,2.615
30.433,-1.6028,-1.9762,-0.8291,2.676
30.438,-1.7753,-1.8943,-0.7374,2.699
30.443,-1.9744,-1.806,-0.6833,2.762
30.447,-2.105,-1.7376,-0.6924,2.816
30.454,-2.084,-1.6271,-0.7807,2.757
30.457,-1.9629,-1.5444,-0.8895,2.651
30.463,-1.8302,-1.4015,-0.8899,2.471
30.465,-1.7239,-1.2557,-0.7847,2.273
30.472,-1.5941,-1.1381,-0.7074,2.083
30.477,-1.352,-1.113,-0.6589,1.871
30.481,-1.0623,-1.137,-0.5485,1.65
30.486,-0.8928,-1.2166,-0.4215,1.567
30.49,-0.9011,-1.3395,-0.2849,1.639
30.497,-1.0244,-1.4981,-0.2066,1.827
30.5,-1.1602,-1.6609,-0.129,2.03
30.506,-1.294,-1.8112,-0.1334,2.23
30.511,-1.3017,-2.303,-0.3985,2.675
30.513,-1.4214,-2.7594,-0.956,3.248
30.518,-1.6764,-2.5698,-0.7846,3.167
30.523,-1.8486,-2.2949,-0.285,2.961
30.528,-1.9382,-1.9262,-0.1185,2.735
30.533,-1.9963,-1.5681,-0.3162,2.558
30.537,-2.1124,-1.3243,-0.4435,2.532
30.547,-2.2505,-1.2436,-0.3801,2.599
30.549,-2.282,-1.2906,-0.2594,2.634
30.553,-2.1684,-1.387,-0.155,2.579
30.558,-1.9193,-1.4758,-0.0387,2.421
30.565,-1.625,-1.5456,0.0464,2.243
30.569,-1.3026,-1.5178,0.1291,2.004
30.574,-1.0143,-1.4334,0.1528,1.763
30.577,-0.7411,-1.3236,0.141,1.524
30.583,-0.4978,-1.2288,0.1732,1.337
30.587,-0.3805,-1.177,0.1898,1.251
30.595,-0.3805,-1.2056,0.1026,1.268
30.598,-0.5025,-1.3042,-0.0959,1.401
30.605,-0.6648,-1.3837,-0.3203,1.568
30.608,-0.9002,-1.3979,-0.5239,1.743
30.611,-1.115,-1.3296,-0.6861,1.866
30.616,-1.3689,-1.2143,-0.798,1.996
30.627,-1.6122,-1.1277,-0.8284,2.135
30.63,-1.9244,-1.0786,-0.8658,2.37
30.642,-2.1841,-1.0615,-0.9554,2.61
30.644,-2.3917,-1.0424,-1.0446,2.81
30.647,-2.557,-0.9896,-1.0764,2.945
30.65,-2.7065,-0.8671,-1.0816,3.041
30.652,-2.824,-0.6582,-1.0981,3.101
30.656,-2.6892,-0.4564,-0.696,2.815
30.661,-2.2639,-0.0411,0.5862,2.339
30.666,-2.197,0.4072,1.4479,2.663
30.672,-2.0865,0.5954,0.9564,2.371
30.675,-1.5975,0.6241,0.2889,1.739
30.678,-1.1167,0.586,0.0952,1.265
30.684,-0.7438,0.4654,0.2503,0.912
30.688,-0.495,0.346,0.3784,0.713
30.695,-0.2829,0.1943,0.347,0.488
30.701,-0.1026,0.0157,0.1748,0.203
30.705,-0.0466,-0.1561,-0.0744,0.179
30.71,-0.1737,-0.3468,-0.3323,0.511
30.714,-0.4773,-0.4962,-0.4024,0.797
30.719,-0.8097,-0.5105,-0.3232,1.01
30.723,-1.1465,-0.4986,-0.3254,1.292
30.73,-1.4141,-0.4905,-0.4663,1.568
30.735,-1.6521,-0.4777,-0.7596,1.88
30.738,-1.8065,-0.4615,-1.0804,2.155
30.745,-1.9445,-0.4312,-1.3264,2.393
30.748,-2.0978,-0.3189,-1.4519,2.571
30.751,-2.1882,-0.2577,-1.4953,2.663
30.757,-2.2185,-0.2475,-1.4965,2.687
30.762,-2.1722,-0.3186,-1.4392,2.625
30.765,-2.0902,-0.4426,-1.3489,2.527
30.774,-1.93,-0.593,-1.2801,2.391
30.775,-1.6876,-0.7253,-1.1862,2.187
30.781,-1.4633,-0.8634,-0.988,1.965
30.787,-1.2501,-1.009,-0.6822,1.745
30.791,-0.9981,-1.0819,-0.3445,1.512
30.796,-0.7382,-1.1321,-0.1151,1.356
30.8,-0.5131,-1.2123,0.0322,1.317
30.805,-0.423,-1.4721,0.1003,1.535
30.81,-0.2238,-1.4648,0.2257,1.499
30.814,0.0857,-1.2413,0.364,1.296
30.819,0.346,-1.0683,0.4671,1.216
30.822,0.5575,-0.9309,0.5754,1.228
30.827,0.6504,-0.8634,0.6512,1.262
30.835,0.6291,-0.8591,0.7023,1.276
30.838,0.4436,-0.8513,0.7643,1.227
30.842,0.2598,-0.8307,0.8655,1.227
30.846,0.0663,-0.8139,0.9765,1.273
30.853,-0.1538,-0.7984,1.1473,1.406
30.857,-0.3941,-0.7673,1.252,1.52
30.862,-0.6577,-0.7935,1.2714,1.637
30.867,-0.8664,-0.7832,1.2134,1.684
30.872,-1.0328,-0.7458,1.138,1.708
30.879,-1.193,-0.6427,1.0979,1.744
30.882,-1.2199,-0.5621,1.0519,1.706
30.89,-1.1116,-0.5187,0.9812,1.571
30.892,-0.921,-0.6059,0.8907,1.417
30.897,-0.667,-0.7307,0.8663,1.315
30.901,-0.4086,-0.857,0.8786,1.294
30.909,-0.1456,-0.9566,0.9633,1.365
30.911,0.065,-1.0155,0.9861,1.417
30.916,0.2327,-1.0437,1.0167,1.476
30.924,0.3269,-1.0555,1.0212,1.505
30.926,0.3377,-1.0488,1.0215,1.503
30.934,0.2963,-1.0262,1.0129,1.472
30.938,0.2285,-0.9806,0.9909,1.413
30.942,0.1771,-0.9143,0.9485,1.329
30.946,0.0942,-0.8417,0.8739,1.217
30.951,0.0152,-0.7508,0.7624,1.07
30.956,-0.0955,-0.6439,0.6643,0.93
30.962,-0.185,-0.5043,0.6009,0.806
30.967,-0.3007,-0.3703,0.5716,0.745
30.968,-0.421,-0.3138,0.5073,0.73
30.976,-0.5079,-0.2747,0.451,0.733
30.981,-0.5303,-0.2938,0.3693,0.71
30.986,-0.4791,-0.4241,0.3869,0.748
30.992,-0.3289,-0.5665,0.2846,0.714
30.996,-0.0697,-0.7606,0.1271,0.774
31.001,0.2644,-0.9566,0.0161,0.993
31.004,0.6062,-1.1964,-0.0901,1.344
31.009,0.8427,-1.3685,-0.0969,1.61
31.016,1.0066,-1.5408,-0.067,1.842
31.018,1.206,-1.6774,-0.0172,2.066
31.024,1.4186,-1.8492,0.0547,2.331
31.027,1.64,-2.0059,0.1965,2.598
31.033,1.7584,-2.0979,0.3704,2.762
31.037,1.7525,-2.1973,0.6033,2.875
31.042,1.6047,-2.2056,0.8679,2.862
31.049,1.3916,-2.1724,1.0985,2.804
31.052,1.1906,-2.0777,1.2515,2.702
31.058,1.0253,-2.1217,1.1986,2.644
31.061,0.8004,-2.0702,1.0478,2.454
31.067,0.4391,-1.845,0.9784,2.134
31.071,0.0872,-1.3366,0.3134,1.376
31.078,-0.5496,-0.7328,-0.1551,0.929
31.085,-1.225,-0.1922,-0.3959,1.302
31.085,-1.8056,0.4392,-0.7345,1.998
31.092,-2.4665,1.3312,-0.8194,2.92
31.095,-3.0241,2.053,-0.4245,3.68
31.1,-3.5405,3.2014,-0.0185,4.773
31.105,-3.5295,3.8085,-0.4617,5.213
31.112,-3.3987,4.3286,-0.9164,5.579
31.114,-3.3035,4.509,-1.2054,5.718
31.12,-3.283,4.5608,-1.1026,5.727
31.125,-3.0142,4.2656,-0.876,5.296
31.145,-2.4094,3.8334,-0.6921,4.58
31.146,-1.6985,3.3532,-0.6289,3.811
31.148,-0.6215,2.3413,-0.9177,2.59
31.15,0.2681,1.4177,-1.112,1.822
31.151,0.74,0.9611,-0.9163,1.52
31.155,0.9508,0.894,-0.4675,1.386
31.159,1.0997,0.9773,0.0028,1.471
31.164,1.3421,0.9556,0.3137,1.677
31.169,1.5766,0.8701,0.4295,1.851
31.173,1.6572,0.7499,0.4318,1.87
31.178,1.5701,0.7049,0.4255,1.773
31.181,1.4449,0.7156,0.4134,1.665
31.186,1.2844,0.729,0.4168,1.535
31.191,1.0697,0.7018,0.4122,1.344
31.197,0.8436,0.667,0.4142,1.152
31.2,0.6247,0.6124,0.428,0.974
31.205,0.4012,0.5715,0.4487,0.83
31.211,0.2513,0.5345,0.4694,0.754
31.221,0.0905,0.4969,0.4713,0.691
31.222,-0.0012,0.4657,0.4836,0.671
31.226,-0.1032,0.4293,0.4654,0.642
31.233,-0.1828,0.4212,0.4482,0.642
31.234,-0.2428,0.4125,0.4059,0.628
31.24,-0.2884,0.4154,0.3933,0.641
31.248,-0.3509,0.444,0.3725,0.678
31.25,-0.3967,0.4508,0.3336,0.687
31.258,-0.4138,0.4236,0.303,0.665
31.26,-0.4118,0.3793,0.283,0.627
31.268,-0.4198,0.313,0.3049,0.606
31.269,-0.3993,0.2297,0.2991,0.549
31.278,-0.3913,0.1843,0.2872,0.519
31.281,-0.3977,0.1385,0.2309,0.48
31.284,-0.3466,0.0685,0.166,0.39
31.291,-0.2089,-0.0043,0.1857,0.279
31.294,0.0084,-0.0683,0.2802,0.289
31.3,0.1835,-0.0736,0.3925,0.439
31.304,0.2808,-0.0567,0.5225,0.596
31.309,0.3771,-0.075,0.5747,0.691
31.316,0.4582,-0.1169,0.5492,0.725
31.319,0.5006,-0.1201,0.5536,0.756
31.324,0.5427,-0.1158,0.5543,0.784
31.33,0.5748,-0.111,0.5155,0.78
31.333,0.5993,-0.1081,0.4253,0.743
31.339,0.5636,-0.0397,0.3577,0.669
31.342,0.544,-0.0037,0.2933,0.618
31.347,0.4755,0.0385,0.2109,0.522
31.355,0.4013,0.0846,0.0982,0.422
31.358,0.3072,0.0656,-0.0209,0.315
31.364,0.227,0.075,-0.1132,0.264
31.367,0.1205,0.0652,-0.1885,0.233
31.373,0.0236,0.0601,-0.2182,0.228
31.378,-0.0801,0.1029,-0.2479,0.28
31.386,-0.081,0.1579,-0.2634,0.318
31.387,-0.0342,0.1728,-0.3627,0.403
31.392,0.0029,0.1478,-0.4933,0.515
31.396,0.0259,0.1001,-0.5455,0.555
31.401,0.0086,0.1206,-0.5959,0.608
31.406,-0.0369,0.1448,-0.6067,0.625
31.413,-0.1245,0.1896,-0.5969,0.639
31.415,-0.1539,0.212,-0.581,0.637
31.422,-0.1181,0.1953,-0.5519,0.597
31.426,-0.0386,0.1468,-0.4906,0.514
31.431,0.0128,0.131,-0.3849,0.407
31.435,0.0578,0.1164,-0.2803,0.309
31.44,0.0748,0.129,-0.1694,0.226
31.445,0.0996,0.1495,-0.088,0.2
31.45,0.1227,0.1656,0,0.206
31.457,0.1272,0.1724,0.0685,0.225
31.46,0.1205,0.1409,0.182,0.26
31.465,0.0999,0.1238,0.2164,0.269
31.471,0.0773,0.0757,0.2626,0.284
31.474,0.0502,0.0467,0.3325,0.34
31.478,0.0138,0.0561,0.4023,0.406
31.486,-0.0321,0.0751,0.5029,0.51
31.49,-0.0494,0.0917,0.5677,0.577
31.494,-0.0479,0.0631,0.6347,0.64
31.498,-0.0873,0.0491,0.6969,0.704
31.503,-0.1436,0.0446,0.7448,0.76
31.508,-0.2073,0.0522,0.7807,0.809
31.512,-0.2448,0.0477,0.8358,0.872
31.517,-0.2539,0.0238,0.9007,0.936
31.522,-0.182,-0.0098,0.9872,1.004
31.529,-0.0865,-0.0248,1.0691,1.073
31.537,0.0016,-0.0476,1.1323,1.133
31.54,0.0512,-0.0711,1.2078,1.211
31.545,0.0768,-0.1049,1.2143,1.221
31.547,0.0833,-0.1156,1.2022,1.211
31.56,0.0709,-0.1058,1.1523,1.159
31.572,0.0421,-0.1066,1.1172,1.123
31.572,0.0688,-0.106,1.0801,1.087
31.573,0.0627,-0.1136,1.0984,1.106
31.573,0.0503,-0.1414,1.124,1.134
31.576,0.0318,-0.1819,1.1163,1.131
31.584,-0.0269,-0.1847,1.0538,1.07
31.585,-0.0636,-0.1834,0.9461,0.966
31.591,-0.1597,-0.1345,0.8434,0.869
31.594,-0.2485,-0.0837,0.7554,0.8
31.597,-0.3395,-0.0549,0.6295,0.717
31.602,-0.4187,0,0.566,0.704
31.609,-0.4744,0.0211,0.4432,0.65
31.613,-0.4972,0.0231,0.3567,0.612
31.618,-0.4562,0.0204,0.3063,0.55
31.621,-0.4733,0.0131,0.28,0.55
31.627,-0.4791,0.0232,0.2537,0.543
31.632,-0.4618,0.0148,0.2011,0.504
31.636,-0.4357,0.036,0.1578,0.465
31.642,-0.439,0.0676,0.1312,0.463
31.646,-0.45,0.1118,0.1139,0.477
31.651,-0.4326,0.1328,0.0868,0.461
31.655,-0.4177,0.1448,0.0786,0.449
31.661,-0.3694,0.1524,0.0725,0.406
31.667,-0.3041,0.1246,0.09,0.341
31.671,-0.2864,0.0805,0.1239,0.322
31.677,-0.2374,0.0728,0.1144,0.273
31.68,-0.2647,0.0061,0.1187,0.29
31.687,-0.2654,-0.0477,0.1225,0.296
31.69,-0.2684,-0.0575,0.1543,0.315
31.696,-0.278,-0.0783,0.1759,0.338
31.7,-0.3133,-0.0769,0.1873,0.373
31.706,-0.3263,-0.037,0.2054,0.387
31.709,-0.3125,-0.0186,0.2065,0.375
31.715,-0.241,-0.0003,0.2363,0.337
31.719,-0.1717,0.0081,0.3234,0.366
31.725,-0.1191,0.0208,0.4107,0.428
31.729,-0.0786,0.0473,0.4527,0.462
31.738,-0.0525,0.0256,0.4782,0.482
31.739,-0.0555,-0.0205,0.4706,0.474
31.748,-0.0828,-0.0311,0.461,0.469
31.75,-0.1271,-0.0277,0.404,0.424
31.755,-0.1525,0.004,0.3975,0.426
31.76,-0.1734,0.0401,0.4105,0.447
31.765,-0.1846,0.028,0.4642,0.5
31.77,-0.1571,-0.0153,0.5249,0.548
31.774,-0.1215,-0.054,0.6117,0.626
31.785,-0.0731,-0.1049,0.6359,0.649
31.787,-0.0668,-0.0913,0.6479,0.658
31.792,-0.0598,-0.0635,0.6597,0.665
31.793,-0.0595,-0.0261,0.6402,0.643
31.8,-0.0659,-0.0054,0.6157,0.619
31.804,-0.0698,0.0108,0.6149,0.619
31.808,-0.0879,0.0032,0.5782,0.585
31.813,-0.1012,0.0219,0.5678,0.577
31.818,-0.1241,0.0549,0.5598,0.576
31.823,-0.152,0.0422,0.5616,0.583
31.828,-0.2039,0.0486,0.5683,0.606
31.834,-0.2274,0.0357,0.5585,0.604
31.838,-0.201,0.0132,0.5608,0.596
31.843,-0.1704,0.0097,0.5681,0.593
31.847,-0.169,0.0134,0.5494,0.575
31.854,-0.1991,0.0289,0.4974,0.537
31.857,-0.1959,0.0181,0.4575,0.498
31.862,-0.1714,0.0025,0.4201,0.454
31.867,-0.1493,-0.0059,0.378,0.406
31.872,-0.1177,-0.0048,0.379,0.397
31.876,-0.0693,-0.0133,0.3705,0.377
31.882,-0.0161,-0.0172,0.3835,0.384
31.888,0.0136,-0.0234,0.3939,0.395
31.891,0.0574,-0.0318,0.4038,0.409
31.896,0.0867,-0.0685,0.3779,0.394
31.902,0.0968,-0.0668,0.3521,0.371
31.906,0.1068,-0.0555,0.3454,0.366
31.912,0.1143,-0.0347,0.3649,0.384
31.917,0.0764,0.0025,0.363,0.371
31.921,0.0814,0.0155,0.3517,0.361
31.924,0.0697,0.0235,0.3216,0.33
31.931,0.0535,0.017,0.2776,0.283
31.942,0.0187,0.02,0.2339,0.236
31.944,0.0223,0.0182,0.2142,0.216
31.947,0.0073,0.0261,0.1874,0.189
31.949,0.0141,0.0105,0.1913,0.192
31.951,0.0189,-0.007,0.1924,0.193
31.955,0.0311,-0.0122,0.1672,0.171
31.961,0.0364,0.0065,0.1776,0.181
31.966,0.037,0.0207,0.1805,0.185
31.971,0.0421,0.0088,0.1716,0.177
31.975,0.0041,-0.0383,0.1698,0.174
31.98,-0.0101,-0.0612,0.1609,0.172
31.987,-0.041,-0.0791,0.1522,0.176
31.99,-0.1051,-0.0731,0.127,0.18
31.996,-0.1098,-0.0482,0.1164,0.167
32,-0.1006,-0.0139,0.1037,0.145
32.004,-0.0729,0.0083,0.0746,0.105
32.009,-0.0194,-0.0076,0.0528,0.057
32.013,0.0359,0.0147,0.0715,0.081
32.018,0.1073,0.0086,0.109,0.153
32.025,0.1732,-0.0115,0.1983,0.264
32.029,0.2124,-0.01,0.2679,0.342
48.187,0.2084,-0.0088,0.2658,0.338
48.187,0.2208,-0.0266,0.3185,0.388
48.188,0.226,-0.0255,0.3543,0.421
48.188,0.1771,-0.0438,0.3376,0.384
48.188,0.1317,-0.029,0.3209,0.348
48.188,0.0995,-0.0192,0.2661,0.285
48.189,0.0707,-0.0094,0.2399,0.25
48.189,0.0593,-0.009,0.216,0.224
48.189,0.0533,-0.0249,0.1942,0.203
48.19,0.062,-0.0236,0.1865,0.198
48.19,0.0876,-0.0125,0.1832,0.203
48.19,0.0822,0.001,0.2273,0.242
48.19,0.067,-0.0043,0.2474,0.256
48.191,0.0703,0.0214,0.2959,0.305
48.191,0.042,0.0183,0.3254,0.329
48.191,0.0583,0.053,0.3359,0.345
48.191,0.1002,0.0326,0.3467,0.362
48.192,0.1179,0.0358,0.3268,0.349
48.192,0.1594,0.0126,0.3047,0.344
48.192,0.1749,0.0108,0.2543,0.309
48.193,0.1933,0.0303,0.2254,0.299
48.193,0.1651,0.0046,0.2296,0.283
48.193,0.1451,-0.0232,0.2476,0.288
48.194,0.1426,-0.0364,0.2272,0.271
48.194,0.1193,-0.0471,0.2066,0.243
48.194,0.1038,-0.053,0.2004,0.232
48.194,0.0719,-0.0754,0.2037,0.229
48.195,0.052,-0.0859,0.2117,0.234
48.195,0.0723,-0.1036,0.22,0.254
48.195,0.0635,-0.0953,0.2118,0.241
48.195,0.0519,-0.0825,0.2064,0.228
48.196,0.0471,-0.0322,0.1611,0.171
48.196,0.0301,-0.0254,0.1235,0.13
48.196,0.0178,-0.0022,0.0818,0.084
48.197,0.0078,0.0208,0.0523,0.057
48.197,-0.0074,0.058,0.0207,0.062
48.198,-0.0181,0.0668,0.0037,0.069
48.198,-0.0171,0.057,-0.011,0.06
48.199,-0.0257,0.0264,-0.0354,0.051
48.199,-0.0341,-0.0033,-0.0266,0.043
48.199,-0.0304,-0.0395,-0.0017,0.05
48.199,0.0091,-0.0652,0.0701,0.096
48.2,0.0557,-0.0881,0.1054,0.148
48.2,0.081,-0.089,0.1377,0.183
48.2,0.1184,-0.1277,0.1576,0.235
48.201,0.144,-0.128,0.2079,0.283
48.201,0.1578,-0.1568,0.227,0.318
48.201,0.1431,-0.1475,0.2435,0.319
48.201,0.1167,-0.148,0.2339,0.3
48.202,0.093,-0.144,0.2387,0.294
48.202,0.0529,-0.1311,0.22,0.262
48.202,-0.0154,-0.1471,0.1946,0.244
48.202,-0.0571,-0.1491,0.1601,0.226
48.203,-0.1153,-0.1419,0.1238,0.221
48.203,-0.1545,-0.1372,0.0833,0.223
48.203,-0.1796,-0.1089,0.0528,0.217
48.204,-0.1741,-0.0784,0.0203,0.192
48.272,-0.1311,-0.0457,0.0641,0.153
48.272,-0.1197,-0.0084,0.0579,0.133
48.272,-0.1017,0.0287,0.0849,0.136
48.273,-0.1008,0.0491,0.0762,0.136
48.273,-0.0836,0.0933,0.0747,0.146
48.273,-0.0692,0.1091,0.092,0.159
48.274,-0.043,0.1179,0.1351,0.184
48.274,-0.0502,0.1033,0.1753,0.21
48.275,-0.024,0.063,0.1793,0.192
48.275,-0.0118,0.0378,0.2018,0.206
48.275,0.0195,0.0178,0.2596,0.261
48.276,0.0248,-0.0089,0.3071,0.308
48.276,0.0659,-0.0142,0.3827,0.389
48.276,0.0809,-0.015,0.4174,0.425
48.277,0.1055,-0.0305,0.4828,0.495
48.277,0.1085,-0.0487,0.5194,0.533
48.277,0.0945,-0.0627,0.5491,0.561
48.278,0.0756,-0.0583,0.56,0.568
48.278,0.059,-0.0451,0.5428,0.548
48.278,0.0494,-0.0375,0.4954,0.499
48.279,0.0372,-0.0022,0.4393,0.441
48.279,0.0034,0.0324,0.3509,0.352
48.279,-0.028,0.0616,0.2895,0.297
48.279,-0.0383,0.0932,0.2378,0.258
48.28,-0.0368,0.1001,0.1898,0.218
48.28,-0.0356,0.102,0.1351,0.173
48.28,0.0006,0.1349,0.1072,0.172
48.281,0.0076,0.144,0.082,0.166
48.281,0.0286,0.1507,0.0262,0.156
48.281,0.0827,0.1458,0.0466,0.174
48.282,0.1342,0.122,0.0857,0.201
48.282,0.1761,0.127,0.1599,0.27
48.282,0.1896,0.1009,0.2096,0.3
48.283,0.194,0.0822,0.2683,0.341
48.284,0.1702,0.0612,0.3074,0.357
48.284,0.1587,0.0449,0.3153,0.356
48.285,0.176,0.0146,0.3279,0.372
48.285,0.2217,0.0175,0.3831,0.443
48.285,0.2389,0.0368,0.3927,0.461
48.286,0.2443,0.0342,0.3882,0.46
48.288,0.2383,0.024,0.4194,0.483
48.289,0.2064,0.0205,0.3864,0.439
48.289,0.2107,0.033,0.3516,0.411
48.289,0.189,0.0355,0.2935,0.351
48.29,0.1747,0.0469,0.2551,0.313
48.291,0.1324,0.0579,0.2242,0.267
48.292,0.1048,0.0709,0.1509,0.197
48.293,0.0394,0.0601,0.1139,0.135
48.293,0.0121,0.0707,0.0607,0.094
48.294,-0.0155,0.0554,0.0271,0.064
48.294,-0.02,0.0641,0.001,0.067
48.296,-0.0229,0.0847,-0.0198,0.09
48.297,-0.0191,0.1313,0.0024,0.133
48.299,0.0154,0.1132,0.0531,0.126
48.303,-0.0002,0.0877,0.0987,0.132
48.304,-0.0228,0.0621,0.0992,0.119
48.304,-0.0262,0.034,0.1021,0.111
48.304,-0.0273,0.0227,0.1051,0.111
48.304,-0.043,0.0137,0.0823,0.094
48.304,-0.0491,0.0095,0.0359,0.062
48.305,-0.06,-0.0159,-0.0007,0.062
48.305,-0.0663,-0.0221,-0.0202,0.073
48.305,-0.0515,0.0005,-0.0396,0.065
48.305,-0.0394,0.0157,-0.0801,0.091
48.305,-0.0323,0.0476,-0.1297,0.142
48.305,-0.0347,0.0367,-0.1601,0.168
48.306,-0.0157,0.0449,-0.1808,0.187
48.306,-0.0111,0.0605,-0.2085,0.217
48.306,-0.0092,0.0595,-0.21,0.218
48.306,-0.0098,0.078,-0.2472,0.259
48.306,-0.0657,0.1023,-0.2934,0.318
48.306,-0.1024,0.1153,-0.3496,0.382
48.307,-0.1126,0.1195,-0.3726,0.407
48.307,-0.0893,0.0909,-0.3817,0.402
48.307,-0.0542,0.087,-0.3506,0.365
48.307,0.0073,0.0479,-0.3151,0.319
48.307,0.0257,0.0309,-0.2705,0.273
48.307,0.0445,0.0432,-0.243,0.251
48.307,0.0616,0.0391,-0.2113,0.224
48.307,0.0601,0.0043,-0.1514,0.163
48.308,0.0569,-0.0159,-0.0943,0.111
48.308,0.0207,-0.0527,-0.0662,0.087
48.308,0.0397,-0.075,0.0119,0.086
48.308,0.0396,-0.0709,0.0708,0.108
48.308,0.0514,-0.0766,0.1273,0.157
48.308,0.0582,-0.061,0.1338,0.158
48.308,0.0504,-0.0505,0.1717,0.186
48.309,0.0449,-0.0501,0.1787,0.191
48.309,0.032,-0.062,0.1668,0.181
48.309,-0.0145,-0.0287,0.1839,0.187
48.309,-0.0112,0.0067,0.1726,0.173
48.309,-0.0224,0.0202,0.1698,0.172
48.309,-0.062,0.0098,0.1481,0.161
48.309,-0.0419,-0.0124,0.0958,0.105
48.31,-0.0576,-0.0177,0.0676,0.091
48.31,-0.0471,-0.0253,0.049,0.073
48.31,-0.0273,-0.0209,0.0307,0.046
48.31,-0.022,-0.0046,0.0505,0.055
48.31,0.0115,-0.0075,0.0583,0.06
48.31,0.0091,-0.0152,0.0828,0.085
48.31,0.0161,-0.0159,0.0906,0.093
48.311,-0.0008,-0.0192,0.1009,0.103
48.311,-0.0058,-0.0273,0.1064,0.11
48.311,-0.0131,-0.0473,0.0788,0.093
48.311,0.0059,-0.0364,0.0727,0.082
48.311,0.0223,-0.0302,0.0476,0.061
48.311,0.0316,-0.0309,0.0368,0.058
48.311,0.0363,-0.0338,0.052,0.072
48.312,0.0246,-0.0057,0.0574,0.063
48.312,0.0393,0.0153,0.0507,0.066
48.312,0.0233,0.0292,0.0676,0.077
48.312,0.0029,0.0266,0.058,0.064
48.312,-0.0149,0.0076,0.0673,0.069
48.312,0.0057,-0.0181,0.0502,0.054
48.313,0.0095,-0.0387,0.0783,0.088
48.313,0.03,-0.0663,0.1512,0.168
48.313,0.0384,-0.0749,0.1975,0.215
48.313,0.0326,-0.1003,0.2483,0.27
48.313,-0.0089,-0.1187,0.2657,0.291
48.313,-0.024,-0.1088,0.2452,0.269
48.314,-0.0367,-0.0946,0.2536,0.273
48.314,-0.0567,-0.0855,0.236,0.257
48.314,-0.0577,-0.0816,0.2141,0.236
48.314,-0.0517,-0.0731,0.1925,0.212
48.314,-0.0339,-0.0883,0.1615,0.187
48.314,-0.0068,-0.0893,0.1713,0.193
48.314,0.0009,-0.0785,0.1479,0.167
48.315,0.0085,-0.0751,0.1342,0.154
48.315,0.0062,-0.0506,0.1186,0.129
48.315,-0.0387,-0.0643,0.0699,0.103
48.315,-0.019,-0.078,0.0666,0.104
48.315,-0.0346,-0.0631,0.0703,0.101
48.315,-0.0592,-0.0741,0.0665,0.116
48.315,-0.081,-0.0752,0.0389,0.117
48.316,-0.0693,-0.0832,0.0136,0.109
48.316,-0.0648,-0.0718,0.0074,0.097
48.316,-0.0462,-0.0816,0.02,0.096
48.316,-0.0277,-0.0889,0.0396,0.101
48.316,-0.0068,-0.1128,0.0496,0.123
48.316,-0.0405,-0.1034,0.0618,0.127
48.317,-0.0833,-0.1347,0.0384,0.163
48.317,-0.1115,-0.1254,0.0034,0.168
48.317,-0.1536,-0.1351,-0.0171,0.205
48.317,-0.2029,-0.0973,-0.0634,0.234
48.317,-0.2237,-0.0834,-0.0666,0.248
48.317,-0.1903,-0.0507,-0.0789,0.212
48.317,-0.1722,-0.0135,-0.0766,0.189
48.317,-0.1479,0.0114,-0.0621,0.161
48.318,-0.1363,0.0525,-0.0379,0.151
48.318,-0.1111,0.0623,-0.0184,0.129
48.318,-0.058,0.0577,0.0131,0.083
48.318,-0.0244,0.0318,0.0396,0.056
48.318,0.0186,-0.0106,0.0824,0.085
48.318,0.0686,-0.0431,0.101,0.129
48.318,0.0877,-0.0397,0.1359,0.167
48.319,0.0761,-0.0338,0.1656,0.185
48.319,0.0508,-0.0373,0.1687,0.18
48.319,0.0116,-0.062,0.1598,0.172
48.319,0.0156,-0.0746,0.1579,0.175
48.319,-0.0015,-0.0705,0.1513,0.167
48.319,-0.0969,-0.0098,0.2281,0.248
48.319,-0.1494,0.0453,0.2167,0.267
48.32,-0.1498,0.0285,0.1916,0.245
48.32,-0.1482,-0.0004,0.1552,0.215
48.32,-0.1515,-0.0078,0.1075,0.186
48.32,-0.1861,0.0036,0.0793,0.202
48.32,-0.2278,0.0363,0.0776,0.243
48.32,-0.2433,0.0356,0.0689,0.255
48.32,-0.2445,-0.0006,0.084,0.259
48.321,-0.2222,-0.034,0.1131,0.252
48.321,-0.1933,-0.0646,0.1635,0.261
48.321,-0.1295,-0.057,0.2136,0.256
48.321,-0.1094,-0.0473,0.2399,0.268
