timeE,axE,ayE,azE,aTE
2.776,-0.6736,0.2692,-0.1959,0.751
2.782,-0.7765,0.3184,-0.1747,0.857
2.788,-0.8654,0.37,-0.1153,0.948
2.791,-0.8876,0.3928,-0.0965,0.975
2.796,-0.8553,0.3608,-0.0921,0.933
2.802,-0.8328,0.3145,-0.133,0.9
2.806,-0.8006,0.2565,-0.2337,0.873
2.81,-0.7653,0.2132,-0.3297,0.86
2.817,-0.6954,0.1607,-0.4021,0.819
2.821,-0.6721,0.0873,-0.439,0.807
2.825,-0.6644,0.0121,-0.4045,0.778
2.829,-0.6271,-0.0507,-0.2939,0.694
2.836,-0.6296,-0.1156,-0.1908,0.668
2.84,-0.6461,-0.2259,-0.076,0.689
2.844,-0.7101,-0.3076,0.0723,0.777
2.864,-0.7385,-0.3729,0.2039,0.852
2.865,-0.729,-0.446,0.3143,0.911
2.866,-0.7276,-0.5198,0.4227,0.989
2.867,-0.7509,-0.5444,0.4576,1.034
2.87,-0.7581,-0.5248,0.4192,1.013
2.875,-0.7774,-0.4707,0.3576,0.977
2.879,-0.8206,-0.3963,0.2896,0.956
2.895,-0.878,-0.3064,0.2271,0.957
2.896,-0.9086,-0.22,0.1198,0.942
2.896,-0.934,-0.1536,0.0536,0.948
2.898,-0.9546,-0.1283,-0.029,0.964
2.904,-0.9639,-0.0888,-0.1233,0.976
2.907,-0.9162,-0.085,-0.1815,0.938
2.913,-0.8399,-0.11,-0.2826,0.893
2.919,-0.799,-0.114,-0.3165,0.867
2.923,-0.8298,-0.1402,-0.314,0.898
2.927,-0.9251,-0.1937,-0.3611,1.012
2.938,-0.9576,-0.2478,-0.4174,1.074
2.938,-0.9317,-0.3353,-0.4187,1.075
2.942,-0.926,-0.4058,-0.4275,1.098
2.948,-0.9712,-0.4158,-0.3842,1.124
2.963,-1.0891,-0.3702,-0.3177,1.193
2.965,-1.199,-0.2834,-0.266,1.26
2.966,-1.2947,-0.2198,-0.21,1.33
2.968,-1.3626,-0.1841,-0.1903,1.388
2.975,-1.4126,-0.1688,-0.2283,1.441
2.975,-1.4468,-0.1759,-0.3267,1.494
2.98,-1.4625,-0.1862,-0.3972,1.527
2.985,-1.4374,-0.1731,-0.4208,1.508
2.99,-1.3683,-0.1608,-0.5005,1.466
2.995,-1.3143,-0.1634,-0.591,1.45
2.999,-1.1961,-0.3006,-0.7161,1.426
3.004,-0.0339,-2.458,-1.7317,3.007
3.008,0.0974,-2.2434,-1.2741,2.582
3.014,-0.4885,-1.5055,-0.3459,1.62
3.018,-1.3554,-0.5628,0.884,1.713
3.023,-1.0705,-0.0179,0.7364,1.299
3.028,-0.591,0.1287,0.5921,0.846
3.039,-0.5744,0.1039,1.1873,1.323
3.04,-0.7464,0.1538,1.5801,1.754
3.043,-0.8027,0.1683,1.4483,1.664
3.055,-0.6261,0.1072,1.1151,1.283
3.055,-0.4236,-0.0934,0.8883,0.989
3.057,-0.3883,-0.2746,0.7769,0.911
3.062,-0.3886,-0.331,0.6943,0.862
3.068,-0.2984,-0.3362,0.5949,0.746
3.073,-0.094,-0.2466,0.5024,0.567
3.077,0.0739,-0.1074,0.4283,0.448
3.082,0.1725,0.017,0.4082,0.443
3.088,0.2022,0.1247,0.4108,0.475
3.091,0.2159,0.2446,0.4574,0.562
3.096,0.1847,0.3118,0.5147,0.629
3.103,0.1136,0.3621,0.6067,0.716
3.105,0.0626,0.4572,0.657,0.803
3.11,0.0488,0.5608,0.6756,0.879
3.116,0.0536,0.651,0.7127,0.967
3.122,0.0631,0.7322,0.7853,1.076
3.125,0.0749,0.7581,0.8914,1.173
3.13,0.0344,0.757,0.9715,1.232
3.138,0.0564,0.7136,0.976,1.21
3.14,0.1361,0.6564,0.9146,1.134
3.145,0.2718,0.6448,0.8138,1.073
3.151,0.3394,0.6284,0.6952,0.997
3.156,0.3607,0.6813,0.566,0.956
3.161,0.3648,0.751,0.4428,0.945
3.166,0.3735,0.8778,0.3304,1.01
3.172,0.2988,0.9613,0.1786,1.022
3.177,0.1356,1.016,-0.0102,1.025
3.179,0.0491,1.1091,-0.2074,1.129
3.185,-0.0182,1.2006,-0.3895,1.262
3.191,-0.1402,1.2264,-0.5088,1.335
3.194,-0.1216,1.2615,-0.5301,1.374
3.203,-0.1207,1.2512,-0.5849,1.386
3.204,-0.1261,1.2224,-0.5517,1.347
3.208,-0.26,1.1731,-0.4904,1.298
3.212,-0.3339,1.1464,-0.3748,1.251
3.218,-0.4127,1.0945,-0.2455,1.195
3.222,-0.3699,1.0459,-0.0642,1.111
3.226,-0.3996,0.9908,0.0521,1.07
3.242,-0.5593,0.8933,0.1896,1.071
3.243,-0.6719,0.8297,0.2767,1.103
3.243,-0.7395,0.8144,0.3851,1.165
3.249,-0.7021,0.8349,0.5172,1.207
3.269,-0.6434,0.8551,0.6424,1.248
3.269,-0.5757,0.8508,0.7199,1.254
3.269,-0.5085,0.8386,0.7404,1.229
3.27,-0.5663,0.8069,0.6801,1.198
3.272,-0.6744,0.7441,0.5793,1.159
3.276,-0.7848,0.7197,0.543,1.195
3.281,-0.8637,0.7053,0.5759,1.255
3.286,-0.9642,0.7105,0.5967,1.338
3.291,-1.0097,0.7613,0.6626,1.428
3.295,-1.0173,0.8028,0.7285,1.487
3.301,-0.9845,0.8416,0.7513,1.497
3.305,-0.8687,0.8537,0.8485,1.484
3.309,-0.8252,0.8003,0.8698,1.441
3.314,-0.8564,0.6837,0.8392,1.38
3.32,-0.8519,0.604,0.7809,1.304
3.324,-0.7804,0.5537,0.7094,1.191
3.329,-0.6918,0.5927,0.6342,1.11
3.346,-0.6607,0.6637,0.4786,1.052
3.347,-0.6799,0.7023,0.3289,1.031
3.347,-0.6853,0.6994,0.192,0.998
3.377,-0.696,0.7244,0.0844,1.008
3.378,-0.6954,0.7631,-0.0225,1.033
3.378,-0.7027,0.7893,-0.1767,1.071
3.379,-0.6935,0.8388,-0.378,1.152
3.379,-0.675,0.8976,-0.5455,1.249
3.38,-0.6423,0.9708,-0.7175,1.367
3.38,-0.5881,0.9938,-0.8964,1.462
3.383,-0.5763,1.0027,-1.0466,1.56
3.389,-0.5541,1.019,-1.1203,1.613
3.393,-0.5472,1.0189,-1.1679,1.644
3.398,-0.5481,1.0141,-1.2058,1.668
3.403,-0.5447,0.9735,-1.2486,1.674
3.407,-0.4987,0.971,-1.2292,1.644
3.412,-0.4125,0.9374,-1.1261,1.522
3.416,-0.3578,0.8962,-1.0371,1.417
3.421,-0.349,0.7946,-0.9406,1.28
3.426,-0.3627,0.6277,-0.803,1.082
3.43,-0.3492,0.4794,-0.7318,0.942
3.439,-0.3182,0.4046,-0.7151,0.881
3.441,-0.2908,0.4227,-0.741,0.901
3.446,-0.2888,0.4671,-0.7214,0.907
3.467,-0.2599,0.5117,-0.6587,0.874
3.467,-0.2379,0.5012,-0.5912,0.811
3.468,-0.3118,0.4815,-0.6122,0.839
3.468,-0.3813,0.4454,-0.6309,0.861
3.469,-0.4224,0.4268,-0.633,0.873
3.476,-0.4591,0.4019,-0.6213,0.871
3.479,-0.4767,0.3872,-0.5931,0.854
3.485,-0.4896,0.373,-0.5102,0.799
3.488,-0.4735,0.3067,-0.418,0.702
3.494,-0.4833,0.2907,-0.3855,0.683
3.499,-0.4823,0.2671,-0.4052,0.684
3.505,-0.4894,0.2978,-0.4313,0.717
3.509,-0.54,0.3206,-0.4423,0.768
3.513,-0.5983,0.3115,-0.4429,0.807
3.521,-0.7076,0.2657,-0.4833,0.897
3.524,-0.7077,0.2959,-0.5062,0.919
3.527,-0.6468,0.3568,-0.5332,0.911
3.533,-0.6177,0.422,-0.5477,0.927
3.546,-0.5613,0.4295,-0.4851,0.857
3.546,-0.5141,0.4104,-0.4124,0.776
3.547,-0.4355,0.3456,-0.301,0.632
3.569,-0.3713,0.2639,-0.1988,0.497
3.569,-0.338,0.2006,-0.2056,0.444
3.57,-0.3144,0.1537,-0.2188,0.413
3.57,-0.2933,0.1518,-0.2385,0.407
3.571,-0.275,0.176,-0.2578,0.416
3.577,-0.2638,0.1929,-0.2931,0.439
3.582,-0.2288,0.1857,-0.3137,0.43
3.586,-0.1677,0.1762,-0.3363,0.415
3.59,-0.1047,0.2028,-0.3538,0.421
3.595,-0.0967,0.2197,-0.4474,0.508
3.601,-0.091,0.2678,-0.4761,0.554
3.606,-0.1302,0.2802,-0.5068,0.594
3.61,-0.2428,0.2714,-0.4202,0.556
3.614,-0.4039,0.2552,-0.242,0.536
3.62,-0.5468,0.2865,0.0468,0.619
3.625,-0.5478,0.408,0.2693,0.734
3.629,-0.4508,0.5146,0.4112,0.798
3.645,-0.4064,0.5369,0.5514,0.87
3.645,-0.3431,0.5041,0.6777,0.912
3.646,-0.34,0.4381,0.7779,0.955
3.674,-0.3137,0.323,0.9323,1.035
3.675,-0.3068,0.2259,1.1028,1.167
3.675,-0.3272,0.1761,1.1976,1.254
3.675,-0.3918,0.1549,1.3096,1.376
3.676,-0.4964,0.1219,1.4119,1.502
3.676,-0.6456,0.046,1.5716,1.7
3.677,-0.7397,-0.0226,1.7405,1.891
3.684,-0.7889,-0.0579,1.883,2.042
3.691,-0.8148,-0.0721,1.9585,2.122
3.693,-0.8865,-0.1016,2.0058,2.195
3.696,-0.9562,-0.1968,2.0657,2.285
3.702,-1.0644,-0.3652,2.0932,2.377
3.706,-1.0847,-0.5305,2.11,2.431
3.711,-0.9878,-0.6308,2.1427,2.442
3.717,-0.8595,-0.6953,2.1991,2.461
3.722,-0.7282,-0.7918,2.2775,2.519
3.726,-0.5077,-0.8919,2.3377,2.553
3.731,-0.1863,-0.9845,2.2775,2.488
3.736,0.1501,-1.055,2.0756,2.333
3.742,0.4658,-1.0601,1.6938,2.052
3.746,0.7593,-0.9349,1.2464,1.733
3.774,0.9,-0.7482,0.8385,1.44
3.776,0.9721,-0.5614,0.5531,1.251
3.777,1.0097,-0.4388,0.3778,1.164
3.778,0.9986,-0.3894,0.2977,1.112
3.779,0.9292,-0.3986,0.2696,1.046
3.779,0.8471,-0.4634,0.2882,1.008
3.782,0.757,-0.512,0.3675,0.985
3.802,0.6086,-0.5512,0.5406,0.983
3.803,0.3606,-0.5886,0.8339,1.082
3.803,0.0722,-0.6342,1.1757,1.338
3.804,-0.1121,-0.6217,1.3942,1.531
3.805,-0.1957,-0.5349,1.5613,1.662
3.809,-0.1294,-0.4051,1.6222,1.677
3.813,-0.0548,-0.3737,1.6273,1.671
3.82,0.1355,-0.4119,1.579,1.637
3.824,0.3577,-0.529,1.4819,1.614
3.828,0.6051,-0.6864,1.3194,1.606
3.843,0.8446,-0.8169,1.1462,1.641
3.844,1.0271,-0.9107,1.0415,1.723
3.844,1.1535,-0.9419,0.9555,1.769
3.853,1.2007,-0.9561,0.9242,1.792
3.854,1.0757,-1.0158,0.8548,1.709
3.864,0.9871,-0.98,0.7547,1.582
3.865,0.9829,-0.8295,0.6884,1.459
3.872,0.977,-0.6865,0.6703,1.369
3.873,0.914,-0.6177,0.6187,1.265
3.877,0.8987,-0.6586,0.5932,1.262
3.884,0.8586,-0.7706,0.5764,1.29
3.891,0.8987,-0.8551,0.5895,1.373
3.893,0.9228,-0.9144,0.6128,1.436
3.895,0.9044,-0.9459,0.6485,1.461
3.901,0.8837,-0.9929,0.6896,1.497
3.908,0.8318,-1.0651,0.7576,1.549
3.911,0.8223,-1.1459,0.8002,1.622
3.914,0.8315,-1.1808,0.8345,1.668
3.92,0.881,-1.2323,0.8992,1.762
3.925,0.9305,-1.2843,0.885,1.816
3.929,0.9442,-1.3345,0.8472,1.841
3.941,1.0061,-1.3668,0.7722,1.865
3.941,1.1166,-1.4052,0.6124,1.896
3.944,1.1426,-1.4259,0.4852,1.891
3.949,1.0941,-1.4909,0.417,1.896
3.959,1.0839,-1.579,0.3458,1.946
3.959,1.098,-1.5801,0.1594,1.931
3.963,1.0822,-1.408,-0.0729,1.777
3.969,1.0415,-1.18,-0.2818,1.599
3.973,1.0117,-1.0179,-0.4555,1.506
3.979,0.9737,-0.9741,-0.6564,1.526
3.984,0.9372,-1.0552,-0.7676,1.607
3.988,0.8566,-1.1103,-0.8062,1.618
3.992,0.7655,-1.1222,-0.8588,1.607
3.997,0.6898,-1.1242,-0.8685,1.579
4.004,0.6508,-1.1016,-0.7877,1.503
4.008,0.5975,-1.1286,-0.6671,1.441
4.012,0.4629,-1.2577,-0.4753,1.422
4.02,0.2801,-1.4701,-0.2792,1.522
4.022,0.3047,-1.572,-0.1649,1.61
4.026,0.4051,-1.5565,-0.0963,1.611
4.031,0.4668,-1.4786,-0.0854,1.553
4.036,0.5401,-1.4028,-0.1418,1.51
4.041,0.563,-1.4054,-0.2464,1.534
4.045,0.5573,-1.4549,-0.3348,1.594
4.062,0.4566,-1.5321,-0.3618,1.639
4.062,0.3312,-1.5197,-0.3727,1.599
4.063,0.2369,-1.4372,-0.3195,1.491
4.066,0.1235,-1.2968,-0.1997,1.318
4.093,-0.0041,-1.1972,-0.0655,1.199
4.094,-0.2011,-1.1864,0.0452,1.204
4.094,-0.4485,-1.2643,0.123,1.347
4.095,-0.5672,-1.254,0.1557,1.385
4.096,-0.572,-1.1482,0.2532,1.308
4.096,-0.59,-1.0858,0.3318,1.28
4.099,-0.6002,-1.1026,0.4083,1.32
4.104,-0.5884,-1.1699,0.4563,1.387
4.109,-0.5098,-1.2349,0.4592,1.413
4.115,-0.3909,-1.3235,0.3519,1.424
4.118,-0.1245,-1.4041,0.1267,1.415
4.124,-0.3915,-1.4569,0.1347,1.515
4.129,-0.2531,-1.3858,-0.0816,1.411
4.134,-0.0945,-1.334,-0.1087,1.342
4.139,-0.0573,-1.3446,-0.1811,1.358
4.143,-0.2272,-1.3984,-0.2462,1.438
4.147,-0.3841,-1.4188,-0.3899,1.521
4.154,-0.3912,-1.289,-0.4828,1.431
4.157,-0.3224,-1.112,-0.4388,1.238
4.162,-0.3092,-0.9936,-0.3674,1.104
4.168,-0.2561,-0.9388,-0.3162,1.023
4.171,-0.2222,-0.9909,-0.2775,1.053
4.176,-0.1573,-1.0688,-0.2703,1.114
4.181,0.0086,-1.0912,-0.299,1.131
4.186,0.0909,-1.0268,-0.29,1.071
4.191,0.1211,-0.9333,-0.2551,0.975
4.195,0.1065,-0.818,-0.2632,0.866
4.201,0.1238,-0.7414,-0.3069,0.812
4.206,0.1584,-0.6719,-0.2905,0.749
4.21,0.1341,-0.6554,-0.2188,0.704
4.215,0.0579,-0.6561,-0.1394,0.673
4.221,-0.0081,-0.6358,-0.0452,0.637
4.226,0.0345,-0.5876,0.014,0.589
4.23,0.081,-0.4906,0.0529,0.5
4.239,0.1293,-0.4097,0.0074,0.43
4.24,0.2034,-0.3114,-0.101,0.385
4.244,0.2055,-0.2314,-0.2413,0.392
4.25,0.1763,-0.1933,-0.3755,0.458
4.254,0.0322,-0.1607,-0.4704,0.498
4.26,-0.0811,-0.1096,-0.5122,0.53
4.263,-0.1377,-0.0538,-0.525,0.545
4.269,-0.1476,-0.0364,-0.5161,0.538
4.273,-0.1254,-0.0022,-0.4905,0.506
4.278,-0.1479,-0.0088,-0.4887,0.511
4.283,-0.139,-0.0152,-0.5467,0.564
4.288,-0.0965,-0.0667,-0.6263,0.637
4.293,-0.0824,-0.156,-0.7349,0.756
4.297,-0.0442,-0.2253,-0.8869,0.916
4.303,-0.1107,-0.2601,-0.9105,0.953
4.307,0.0647,-0.301,-1.3147,1.35
4.312,0.06,-0.3506,-1.3175,1.365
4.318,-0.0245,-0.3682,-1.4427,1.489
4.322,-0.0784,-0.3706,-1.5611,1.606
4.326,-0.066,-0.3722,-1.6106,1.654
4.331,-0.0305,-0.4566,-1.6317,1.695
4.336,0.0924,-0.4976,-1.5693,1.649
4.341,0.2784,-0.5984,-1.6501,1.777
4.346,0.4374,-0.6926,-1.7418,1.925
4.355,0.5303,-0.7783,-1.9015,2.122
4.356,0.5913,-0.8509,-1.9733,2.229
4.361,0.6115,-0.8818,-1.9932,2.264
4.365,0.7008,-0.9546,-1.9015,2.24
4.371,1.2768,-1.7124,-1.3731,2.539
4.375,0.9625,-1.3641,-1.6131,2.321
4.379,0.371,-1.1675,-1.6962,2.092
4.387,-0.0178,-0.7894,-1.8146,1.979
4.39,-0.2221,-0.507,-1.9257,2.004
4.395,-0.42,-0.4222,-1.9126,2.003
4.399,-0.5471,-0.3719,-1.7613,1.881
4.404,-0.5706,-0.3796,-1.477,1.628
4.409,-0.4958,-0.4207,-1.0888,1.268
4.414,-0.3768,-0.4566,-0.7097,0.924
4.419,-0.2727,-0.4466,-0.5001,0.724
4.423,-0.2909,-0.3424,-0.4817,0.659
4.428,-0.4148,-0.1872,-0.5897,0.745
4.433,-0.5272,-0.0645,-0.7572,0.925
4.438,-0.516,-0.0124,-0.8574,1.001
4.443,-0.4905,-0.0279,-0.9122,1.036
4.448,-0.4435,-0.0321,-0.9238,1.025
4.453,-0.2857,-0.0589,-0.9588,1.002
4.457,-0.1417,-0.0608,-1.0024,1.014
4.462,0.0398,-0.0111,-1.0521,1.053
4.47,0.1915,0.0707,-1.0049,1.025
4.472,0.8585,0.4235,-0.9611,1.357
4.477,0.3276,0.1511,-1.0521,1.112
4.482,-0.1211,-0.0754,-1.0177,1.028
4.487,-0.4948,-0.1274,-0.942,1.072
4.491,-0.7359,-0.0026,-0.7872,1.078
4.496,-0.9256,0.2311,-0.6275,1.142
4.502,-1.0397,0.5527,-0.4464,1.259
4.508,-1.1142,0.8153,-0.2171,1.398
4.511,-1.1706,1.0087,0.0371,1.546
4.516,-1.1982,1.0697,0.2806,1.631
4.522,-1.0832,1.0276,0.4148,1.55
4.525,-0.8612,0.755,0.3521,1.198
4.53,-0.5487,0.4001,0.2373,0.719
4.537,0.0036,-0.3677,-0.3297,0.494
4.54,0.3152,-0.3465,-0.3029,0.558
4.544,0.5971,-0.3314,-0.2514,0.728
4.549,0.3814,-0.0288,-0.0122,0.383
4.563,0.0719,0.3946,-0.0581,0.405
4.563,-0.0284,0.7001,0.0219,0.701
4.563,0.0887,0.8741,-0.0939,0.884
4.569,-0.678,1.5776,0.251,1.735
4.574,-1.4083,2.1934,0.8899,2.754
4.578,-1.8186,2.4767,1.2054,3.301
4.584,-2.3297,2.6052,1.8295,3.945
4.593,-2.4519,2.4282,2.4986,4.26
4.594,-2.0824,2.2309,2.4826,3.934
4.601,-2.1911,1.9133,2.4408,3.797
4.603,-2.6868,1.5946,2.5859,4.056
4.608,-2.9545,1.3357,2.5174,4.105
4.612,-2.765,1.1262,2.268,3.749
4.619,-2.3461,0.9135,2.1328,3.3
4.689,-1.9468,0.7649,2.2287,3.056
4.689,-1.5979,0.7042,2.2833,2.875
4.689,-1.0984,0.7504,2.3427,2.694
4.69,-0.7131,0.7282,2.3289,2.542
4.69,-0.5373,0.6929,2.1507,2.323
4.69,-0.5421,0.7076,1.8958,2.095
4.69,-0.4994,0.7616,1.597,1.838
4.69,-0.4764,0.802,1.3951,1.678
4.69,-0.4696,0.7901,1.2518,1.553
4.691,-0.4702,0.7448,1.208,1.495
4.691,-0.5463,0.7109,1.2375,1.528
4.691,-0.8097,0.6338,1.239,1.61
4.691,-1.252,0.5342,1.1997,1.814
4.691,-1.6573,0.4665,1.1119,2.05
4.691,-1.8654,0.4077,0.9113,2.116
4.695,-1.9652,0.3456,0.6252,2.091
4.7,-2.0736,0.2105,0.2353,2.097
4.706,-2.174,-0.0305,-0.1624,2.18
4.709,-2.2019,-0.2967,-0.5502,2.289
4.714,-2.1977,-0.5066,-0.9519,2.448
4.719,-2.2566,-0.5919,-1.2763,2.659
4.724,-2.3452,-0.6441,-1.5182,2.867
4.729,-2.3539,-0.6778,-1.5616,2.905
4.734,-2.2928,-0.683,-1.5109,2.83
4.738,-2.0851,-0.6881,-1.405,2.607
4.743,-1.879,-0.7149,-1.378,2.437
4.748,-1.6188,-0.6875,-1.4144,2.257
4.753,-1.3616,-0.6445,-1.3326,2.011
4.758,-1.0094,-0.6519,-1.2624,1.743
4.767,-0.589,-0.7043,-1.1741,1.49
4.768,-0.0482,-0.7349,-1.0128,1.252
4.773,0.4329,-0.7503,-0.7997,1.179
4.778,0.7818,-0.8177,-0.7053,1.333
4.782,0.9777,-0.989,-0.7995,1.604
4.787,1.07,-1.2467,-1.0176,1.933
4.791,1.1804,-1.5018,-1.2349,2.275
4.796,1.2737,-1.7709,-1.3179,2.549
4.801,1.3714,-2.0104,-1.3162,2.767
4.806,1.4063,-2.1773,-1.3386,2.917
4.811,1.3724,-2.2236,-1.3395,2.936
4.816,1.2853,-2.1164,-1.2219,2.761
4.821,1.158,-1.9445,-1.0372,2.49
4.825,1.0552,-1.7208,-0.8772,2.201
4.83,0.8714,-1.5034,-0.7146,1.879
4.835,0.597,-1.2859,-0.606,1.542
4.84,0.3026,-1.0885,-0.5456,1.255
4.846,0.1072,-0.9626,-0.4795,1.081
4.85,0.0918,-0.8733,-0.3556,0.947
4.855,0.1831,-0.8402,-0.2511,0.896
4.861,0.3434,-0.8306,-0.0966,0.904
4.866,0.5136,-0.8931,0.0808,1.033
4.869,0.6721,-0.9949,0.3396,1.248
4.875,0.8949,-1.11,0.7085,1.592
4.879,1.1222,-1.1509,1.0783,1.936
4.884,1.1176,-1.192,1.433,2.173
4.889,1.0005,-1.2076,1.7776,2.37
4.894,0.8019,-1.2292,2.0741,2.541
4.899,0.5979,-1.2335,2.3446,2.716
4.905,0.3857,-1.2403,2.625,2.929
4.908,0.2105,-1.1951,2.8727,3.118
4.913,-0.0115,-1.17,3.0405,3.258
4.918,-0.3593,-1.1297,3.0645,3.286
4.923,-0.7949,-1.1032,3.043,3.333
4.928,-1.2139,-0.9951,2.8991,3.297
4.933,-1.4134,-0.8749,2.7689,3.23
4.937,-1.5872,-0.7872,2.5993,3.146
4.942,-1.7176,-0.7336,2.4742,3.1
4.947,-1.7447,-0.6751,2.4218,3.06
4.963,-1.6615,-0.599,2.4839,3.048
4.963,-1.4257,-0.4784,2.5014,2.919
4.964,-1.1504,-0.3461,2.4369,2.717
4.966,-0.8547,-0.2558,2.31,2.476
4.971,-0.6296,-0.2024,2.1229,2.224
4.976,-0.4451,-0.1917,1.8773,1.939
4.981,-0.2565,-0.2323,1.5185,1.557
4.986,-0.0381,-0.2874,1.1808,1.216
4.991,0.2424,-0.3028,0.8157,0.903
4.995,0.4616,-0.2687,0.3942,0.664
5,0.5293,-0.1815,-0.0183,0.56
5.006,0.3618,-0.0312,-0.3446,0.501
5.01,0.2909,0.1321,-0.4695,0.568
5.015,0.4592,0.3013,-0.4303,0.698
5.02,0.7303,0.4746,-0.3074,0.924
5.025,0.954,0.5783,-0.0203,1.116
5.029,1.0378,0.6248,0.3093,1.25
5.034,0.997,0.5948,0.611,1.312
5.04,0.9111,0.5022,0.7048,1.257
5.043,0.8956,0.2201,0.6099,1.106
5.048,1.2584,-0.6748,-0.3174,1.463
5.055,0.506,-0.5709,0.5596,0.946
5.058,0.5606,-0.3931,1.9004,2.02
5.065,0.8133,-0.0683,2.2274,2.372
5.068,0.9689,0.0385,2.2236,2.426
5.074,1.2004,-0.116,2.3053,2.602
5.079,1.3951,-0.2339,2.5136,2.884
5.083,1.6602,-0.2774,2.8528,3.312
5.088,1.9437,-0.2381,2.9038,3.502
5.093,2.1534,-0.4219,3.2371,3.911
5.099,2.1739,-0.5433,3.8679,4.47
5.103,2.2781,-0.6447,3.7424,4.428
5.107,2.3182,-0.6932,3.2158,4.024
5.113,2.4328,-0.7706,2.6981,3.714
5.116,2.7444,-0.9269,2.4837,3.816
5.122,2.8078,-1.1265,2.4475,3.891
5.127,2.5455,-1.341,2.445,3.776
5.132,2.012,-1.4492,2.5137,3.531
5.136,1.3528,-1.3948,2.5994,3.245
5.141,0.6257,-1.246,2.5846,2.937
5.146,0.0226,-1.1277,2.4646,2.71
5.151,-0.4631,-1.1,2.356,2.641
5.155,-0.6568,-1.1766,2.1583,2.544
5.16,-0.6881,-1.3109,1.8773,2.391
5.166,-0.7448,-1.487,1.7739,2.432
5.17,-0.9059,-1.5726,1.5878,2.411
5.175,-1.1214,-1.5957,1.5942,2.519
5.179,-1.4338,-1.5322,1.9705,2.879
5.184,-1.6961,-1.4341,2.1527,3.093
5.189,-1.8914,-1.297,2.1402,3.137
5.194,-1.9634,-1.1483,2.163,3.139
5.198,-1.8255,-1.0564,2.1104,2.984
5.204,-1.5767,-0.9743,1.8792,2.639
5.208,-1.3698,-0.9138,1.6949,2.363
5.213,-1.2559,-0.912,1.5763,2.212
5.218,-1.2031,-0.9948,1.5738,2.217
5.223,-1.1936,-1.0277,1.8691,2.444
5.228,-1.2884,-1.0072,2.3503,2.863
5.232,-1.5306,-0.888,2.754,3.274
5.237,-1.7102,-0.8524,2.8734,3.451
5.242,-1.7673,-0.879,2.7672,3.399
5.247,-1.721,-0.8985,2.5343,3.192
5.252,-1.6092,-0.8533,2.1725,2.835
5.258,-1.4175,-0.8432,1.6668,2.345
5.262,-1.1711,-0.8121,1.2093,1.869
5.267,-1.0091,-0.7839,0.8901,1.557
5.272,-1.0402,-0.6048,0.641,1.363
5.277,-1.1897,-0.3754,0.4287,1.319
5.282,-1.287,-0.1457,0.2176,1.313
5.289,-1.3451,0.0332,0.0442,1.346
5.291,-1.3325,0.1952,-0.123,1.352
5.296,-1.3999,0.3282,-0.2887,1.467
5.301,-1.5562,0.4061,-0.4006,1.657
5.305,-1.6811,0.4449,-0.3794,1.78
5.31,-1.7435,0.3992,-0.2469,1.806
5.317,-1.8372,0.3237,-0.1773,1.874
5.32,-2.003,0.2516,-0.373,2.053
5.324,-2.1134,0.0469,-0.611,2.201
5.329,-2.0166,-0.1974,-0.6452,2.127
5.334,-1.6212,-0.4233,-0.785,1.85
5.339,-1.1126,-0.5921,-0.9476,1.577
5.345,-0.7783,-0.7173,-1.084,1.515
5.35,-0.6997,-0.6866,-1.1858,1.539
5.355,-0.6224,-0.5285,-1.259,1.501
5.36,-0.4551,-0.2622,-1.2921,1.395
5.365,-0.3475,0.0814,-1.1899,1.242
5.369,-0.2071,0.3679,-1.0935,1.172
5.374,-0.0309,0.4828,-1.0124,1.122
5.378,0.1406,0.4858,-0.9365,1.064
5.384,0.27,0.3864,-0.9296,1.042
5.389,0.2395,0.2348,-0.9723,1.029
5.393,0.1282,0.1359,-1.0566,1.073
5.397,0.0581,0.0368,-1.1455,1.148
5.403,0.1275,-0.0391,-1.2284,1.236
5.407,0.386,-0.106,-1.3267,1.386
5.413,0.6998,-0.0591,-1.4211,1.585
5.417,0.8602,0.092,-1.514,1.744
5.423,0.8759,0.2871,-1.6939,1.928
5.428,0.9059,0.4519,-1.8085,2.073
5.433,1.0662,0.4955,-1.8816,2.219
5.438,1.3707,0.3846,-1.8916,2.367
5.443,1.5957,0.1551,-1.8234,2.428
5.446,1.7018,-0.133,-1.6577,2.379
5.451,1.6708,-0.2885,-1.4939,2.26
5.456,1.6345,-0.3191,-1.4171,2.187
5.462,1.6305,-0.2061,-1.4552,2.195
5.466,1.7209,-0.0643,-1.5031,2.286
5.472,2.0102,0.0462,-1.5224,2.522
5.477,2.3785,0.1804,-1.4962,2.816
5.482,2.7419,0.2211,-1.4389,3.104
5.487,3.0724,0.2236,-1.4079,3.387
5.491,3.3651,0.2141,-1.336,3.627
5.495,3.5558,0.2331,-1.2635,3.781
5.5,3.7141,0.2399,-1.2187,3.916
5.504,3.8073,0.2253,-1.1946,3.997
5.509,3.8594,0.2299,-1.2509,4.064
5.514,3.7874,0.3398,-1.533,4.1
5.519,3.5269,0.517,-2.0078,4.091
5.524,3.1177,0.7808,-2.5522,4.104
5.529,2.5681,1.1172,-2.977,4.087
5.534,2.0277,1.4905,-3.2386,4.101
5.539,1.6064,1.6619,-3.333,4.056
5.543,1.2845,1.5201,-3.3873,3.929
